#metadata_invoices#;;;;;;;;;;;;;;;
partIndex;1;;;;;;;;;;;;;;
partCreationDate;20/02/2018 22:39;;;;;;;;;;;;;;
totalParts;1;;;;;;;;;;;;;;
totalSubscribers;5000;;;;;;;;;;;;;;
totalInvoices;5000;;;;;;;;;;;;;;
totalSubscriptions;5000;;;;;;;;;;;;;;
formatVersion;1.7.2;;;;;;;;;;;;;;
#globalinvoicedata#;;;;;;;;;;;;;;;
01/03/2018;01/03/2018;18/01/2018;17/02/2018;36/33/4336  3:33:33;17/02/2018 23:59;;;;;;;;;;
01/02/2018 19:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;274;274;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 19:53;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;404;404;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 21:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;43;43;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
01/02/2018 21:22;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;1080;1080;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 8:09;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;38;38;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 10:26;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;31;31;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 14:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;67;67;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 14:36;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;10;10;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 15:12;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;408;408;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 15:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;55;55;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 15:33;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;132;132;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 15:36;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;33;33;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 15:43;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;113;113;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
02/02/2018 18:17;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 11:34;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;42;42;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 11:37;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;991;991;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 13:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 14:58;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;27;27;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 16:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;52;52;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 16:18;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;162;162;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 17:24;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;97;97;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 17:26;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;33;33;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 17:28;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;93;93;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 19:44;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;10;10;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 19:44;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;19;19;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 20:48;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;59;59;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
03/02/2018 21:09;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 10:20;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;213;213;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 10:52;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;30;30;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 11:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 11:12;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 11:14;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 11:14;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;301;301;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 11:37;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;189;189;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 13:48;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;35;35;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
04/02/2018 13:50;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;54;54;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
05/02/2018 12:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;94;94;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
05/02/2018 12:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;20;20;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
05/02/2018 12:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;223;223;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
05/02/2018 13:41;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;16;16;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 9:16;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;42;42;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 10:31;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;106;106;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 12:44;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;Call_Mo_HomeNetwork_NA_VoiceMail_NA_AllDays;VOICE_MO;3422123;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 17:40;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;51;51;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 18:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;382;382;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 18:48;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;284;284;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 18:58;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;50;50;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 19:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 19:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;31;31;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 19:37;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;34;34;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 19:38;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 19:38;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 20:57;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;81;81;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 21:17;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;204;204;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 21:22;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;19;19;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
06/02/2018 21:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;34;34;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 12:13;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;836;836;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 12:56;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;6;6;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 16:52;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;252;252;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 16:57;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;272;272;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 17:02;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;164;164;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 17:06;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 17:06;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;7;7;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 17:09;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 17:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;407;407;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:05;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;2;2;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:07;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:09;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;5;5;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;26;26;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:13;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:21;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;174;174;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:25;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:32;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:33;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;235;235;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 18:57;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;60;60;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 20:20;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;130;130;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
07/02/2018 20:23;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;321;321;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 9:18;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;659;659;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 11:45;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;419;419;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 11:53;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;402;402;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 12:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 12:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 13:01;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;8;8;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 13:19;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;16;16;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 16:03;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;59;59;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 17:37;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 17:37;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;72;72;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 17:39;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;153;153;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 17:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;186;186;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:06;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:07;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;9;9;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:09;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;39;39;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;4;4;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:11;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:12;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:16;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 18:41;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;3;3;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 19:10;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;6;6;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
08/02/2018 19:13;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;62;62;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 9:48;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;64;64;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 10:42;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;Call_Mo_HomeNetwork_NA_NatFixed_NA_AllDays;VOICE_MO;34613178361;1;21;21;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 11:00;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;12;12;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 11:04;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;375;375;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 11:11;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;Call_Mo_HomeNetwork_NA_IntZone2_NA_AllDays;VOICE_MO;2,12634E+11;1;543;543;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
09/02/2018 11:42;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;Call_Mo_HomeNetwork_NA_NatMobile_NA_AllDays;VOICE_MO;34613178361;1;44;44;0.000000;IVA;0.210000;0.000000;0.000000;0.000000;;
